,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1933,1,0,0,0,20,1,0,2,1,1,1,1,1,1,1,1,3,23,1416,0
1934,0,0,0,0,3,1,0,1,2,2,0,0,0,0,0,1,2,882,993,1
1935,0,0,0,0,51,1,0,2,1,1,1,1,1,1,1,1,0,26,2457,0
1936,0,0,1,0,51,1,0,0,2,2,0,2,0,0,1,1,0,553,4441,0
1937,0,0,1,1,13,1,0,2,1,1,1,1,1,1,2,0,3,20,1044,0
1938,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,47,40,0
1939,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,50,43,0
1940,1,0,0,0,63,1,2,0,2,2,2,2,0,0,1,0,2,744,5186,0
1941,1,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,3,452,810,0
1942,1,0,0,0,46,1,0,2,1,1,1,1,1,1,2,0,1,13,2318,0
1943,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,372,186,0
1944,1,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,3,102,880,1
1945,0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,39,3207,0
1946,1,0,1,1,55,1,2,1,0,0,2,0,2,0,0,1,1,1101,5446,0
1947,0,0,0,0,70,1,2,1,0,2,2,2,0,0,1,1,0,1098,5991,0
1948,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,2,915,710,1
1949,1,0,1,1,67,1,2,1,2,0,0,2,2,2,2,0,0,1367,6167,0
1950,1,0,1,0,65,1,2,1,0,2,0,0,2,0,0,1,0,1130,5807,1
1951,1,0,1,0,14,1,0,0,0,0,2,0,0,0,0,0,1,380,1911,0
1952,0,0,1,1,20,1,2,1,0,0,2,2,0,2,0,1,0,1198,3647,0
1953,1,0,0,1,1,1,0,1,0,2,0,0,0,0,0,1,2,814,350,1
1954,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,816,351,1
1955,0,0,1,1,49,1,2,1,0,0,0,0,2,2,0,1,0,1196,5197,0
1956,0,0,0,0,72,1,2,1,2,2,2,0,2,0,2,1,0,1306,6276,0
1957,0,0,1,0,46,1,2,0,2,0,0,0,0,0,0,0,2,423,4029,0
1958,1,0,0,0,24,1,2,1,0,2,2,0,0,0,0,1,0,992,3750,0
1959,0,0,1,1,5,0,1,0,0,2,0,2,0,0,0,0,2,178,725,0
1960,0,0,1,1,33,1,2,1,0,2,2,2,0,0,0,0,1,1065,4285,0
1961,0,0,0,0,42,1,2,0,2,2,0,0,0,0,1,1,0,546,4000,0
1962,1,0,0,0,23,1,0,1,2,0,2,0,2,2,1,1,1,1280,3920,0
1963,1,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,729,1714,0
1964,1,0,0,0,66,1,0,0,2,2,0,0,0,0,1,1,3,455,4613,0
1965,1,0,0,0,24,1,0,0,2,0,0,0,0,0,0,1,0,367,2776,1
1966,1,1,0,0,24,1,2,0,0,2,0,0,0,0,0,0,1,455,2904,0
1967,1,0,0,0,69,1,2,0,2,2,2,2,0,2,1,1,1,872,5546,1
1968,0,0,0,0,53,1,0,1,0,2,2,0,2,2,1,1,3,1287,5481,0
1969,0,0,0,0,60,0,1,0,2,0,2,0,2,2,2,0,2,431,4495,0
1970,0,0,1,0,7,1,0,1,0,0,0,0,2,0,0,1,2,922,1755,1
1971,0,0,0,0,20,1,0,2,1,1,1,1,1,1,1,1,1,16,1456,0
1972,0,0,1,1,23,1,2,1,0,0,0,0,0,2,0,0,2,1007,3603,0
1973,1,0,1,1,72,1,0,0,2,0,2,2,2,2,2,1,2,916,5712,0
1974,1,0,1,0,11,1,2,1,0,0,0,0,0,0,0,1,2,806,2179,1
1975,1,0,0,0,21,1,0,2,1,1,1,1,1,1,2,0,3,21,1359,0
1976,1,1,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,1159,476,1
1977,1,1,0,0,31,1,2,1,0,2,0,0,2,0,0,1,2,1107,4258,0
1978,0,0,0,0,57,1,0,0,0,2,2,2,2,0,2,0,3,710,4837,0
1979,0,0,1,1,45,1,0,2,1,1,1,1,1,1,2,1,0,29,2284,0
1980,1,0,0,0,10,1,2,1,0,2,2,0,0,2,0,1,2,1193,2491,0
1981,0,0,1,0,58,1,2,1,0,0,2,2,2,2,0,1,1,1321,5780,1
1982,1,0,0,1,14,1,0,2,1,1,1,1,1,1,0,0,3,28,1058,0
1983,1,0,1,0,27,1,2,0,2,0,0,2,2,2,1,0,3,917,3857,0
1984,0,0,1,1,14,1,2,1,0,2,0,0,0,2,0,1,0,1111,2852,1
1985,0,0,1,1,12,0,1,0,0,2,0,0,0,0,0,0,3,130,1165,1
1986,0,0,1,1,69,1,2,1,0,2,0,2,0,2,2,1,0,1154,5997,0
1987,0,0,1,1,25,1,0,1,0,2,2,0,2,0,0,1,0,1076,3892,1
1988,1,1,1,0,58,1,2,1,2,2,2,0,2,2,1,1,2,1447,5943,1
1989,0,0,1,1,35,0,1,0,2,0,0,2,2,0,2,1,1,331,3378,0
1990,0,1,0,0,16,1,2,1,0,0,0,0,2,0,0,1,2,990,2994,1
1991,1,0,1,1,45,1,2,0,0,2,2,0,2,2,1,0,1,875,4688,0
1992,0,0,0,0,17,1,0,1,0,2,0,0,2,0,0,1,2,966,2960,0
1993,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,319,158,1
1994,1,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,3,21,1438,0
1995,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,714,295,1
1996,1,0,1,1,67,1,0,0,2,0,2,2,0,2,2,0,3,675,5205,0
1997,0,0,1,1,67,1,2,1,0,0,2,2,2,2,2,1,0,1388,6109,0
1998,0,0,1,0,2,0,1,0,0,0,0,0,2,2,0,0,2,297,500,1
1999,1,0,0,0,23,1,2,1,0,0,0,0,0,0,0,1,2,806,3423,1
2000,0,1,0,0,9,1,0,1,0,0,2,0,0,0,0,0,1,817,1857,0
2001,0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,32,570,0
2002,1,0,0,0,54,0,1,0,2,0,0,2,2,0,2,0,1,309,4032,0
2003,0,0,0,0,57,1,0,1,0,0,2,0,2,2,2,1,2,1193,5590,1
2004,1,0,0,0,24,1,2,1,0,0,2,0,2,0,0,1,3,1090,3818,1
2005,0,0,1,1,49,1,2,1,0,2,0,0,2,2,1,0,3,1290,5374,1
2006,1,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,2,335,912,1
2007,1,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,904,784,1
2008,0,0,0,1,4,1,2,1,0,0,2,2,0,0,0,1,3,1037,1252,1
2009,1,0,1,1,70,1,2,0,2,2,2,2,2,0,2,1,0,885,5717,0
2010,1,0,0,0,5,1,2,1,0,0,0,0,0,0,0,1,0,825,1291,1
2011,1,0,1,1,53,1,2,0,2,0,2,2,2,2,0,0,2,1009,5202,0
2012,0,0,1,0,47,1,2,1,2,2,2,0,2,0,0,1,2,1257,5162,1
2013,0,0,0,1,31,1,0,2,1,1,1,1,1,1,1,0,1,31,1777,0
2014,1,0,1,1,13,1,0,0,0,2,2,2,0,0,0,0,0,578,2055,0
2015,0,0,1,1,28,1,2,0,0,0,0,0,0,0,0,0,3,374,3081,0
2016,0,0,0,0,10,1,2,1,0,0,0,0,0,2,0,0,2,1024,2195,1
2017,1,0,1,0,38,1,0,2,1,1,1,1,1,1,2,0,0,37,2046,0
2018,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,311,152,1
2019,1,0,1,0,67,1,2,1,0,2,2,0,2,2,1,0,2,1357,6216,1
2020,1,0,1,0,52,1,0,0,2,2,0,0,2,2,1,1,3,815,4817,0
2021,1,0,1,1,62,1,0,1,2,2,2,2,2,2,2,0,3,1434,6141,0
2022,0,0,0,0,16,1,0,1,0,2,0,0,0,2,0,1,2,1020,2978,0
2023,0,1,1,0,5,1,2,1,0,2,0,0,0,0,0,1,2,920,1324,1
2024,1,0,0,0,12,1,0,1,0,0,2,0,2,2,1,0,2,1202,2740,0
2025,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,1571,6520,0
2026,1,1,0,0,71,1,2,1,0,2,0,2,2,2,1,0,0,1390,6310,0
2027,0,0,1,0,24,1,0,2,1,1,1,1,1,1,1,0,3,32,1511,0
2028,0,0,0,0,15,1,0,2,1,1,1,1,1,1,2,0,3,21,1226,0
2029,1,0,1,0,67,1,0,1,2,2,0,0,0,2,1,1,1,1105,5862,1
2030,1,0,0,1,2,1,2,0,2,2,0,0,0,0,0,0,0,562,612,0
2031,0,0,1,1,5,0,1,0,0,0,0,0,0,0,0,0,3,93,589,0
2032,0,0,1,0,15,1,0,1,0,0,0,0,2,2,0,0,2,1056,3053,1
2033,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,33,26,1
2034,1,0,1,1,41,1,0,0,2,2,2,0,0,0,1,1,0,549,4062,0
2035,0,0,0,1,43,1,0,0,2,2,0,0,0,2,0,1,2,607,4203,0
2036,1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,2,793,338,0
2037,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,727,308,0
2038,0,0,1,1,26,1,0,1,0,0,0,0,2,2,0,1,2,1109,3963,1
2039,1,0,0,0,22,1,2,1,0,2,0,0,0,0,0,1,2,887,3446,1
2040,1,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,0,1104,5999,0
2041,1,0,0,0,7,1,0,2,1,1,1,1,1,1,2,0,3,18,734,0
2042,0,1,0,0,28,1,2,0,0,2,2,2,0,0,0,0,0,617,3601,0
2043,1,1,0,0,16,1,0,1,0,0,0,0,0,0,0,0,2,708,2530,0
2044,1,0,0,0,7,1,0,2,1,1,1,1,1,1,1,0,3,19,593,0
2045,0,0,0,0,69,1,2,1,0,2,2,2,2,2,2,1,0,1478,6324,0
2046,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,86,53,0
2047,1,0,0,0,3,1,0,0,2,0,2,0,2,2,0,1,2,851,859,0
2048,1,1,0,0,21,1,0,1,0,0,2,0,2,2,0,1,0,1223,3736,1
2049,0,0,1,0,69,1,2,1,0,2,2,0,0,0,0,1,0,1003,5775,0
2050,0,0,1,0,71,0,1,0,2,2,2,2,0,0,2,1,0,337,4570,0
2051,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,3,17,2987,0
2052,0,0,0,0,48,1,2,1,0,0,2,2,2,2,0,1,2,1352,5375,0
2053,1,0,1,0,47,1,2,1,0,2,2,0,0,0,0,1,0,962,4934,1
2054,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,2,364,527,1
2055,1,0,0,0,45,1,2,1,2,0,2,2,2,2,0,1,1,1440,5383,0
2056,1,0,0,0,51,1,2,1,0,2,0,0,0,0,0,0,0,920,4940,0
2057,0,0,1,0,22,1,2,0,2,0,0,2,2,2,0,1,2,884,3461,1
2058,1,0,0,0,72,1,2,0,2,2,2,2,2,2,2,0,0,1028,5925,0
2059,1,0,1,1,37,1,2,1,0,2,2,0,2,0,0,1,2,1148,4585,0
2060,1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,2,1100,5964,0
2061,1,0,1,1,7,1,0,0,0,0,2,0,0,0,0,0,2,350,1247,1
2062,0,0,0,0,66,1,2,2,1,1,1,1,1,1,2,1,1,95,3401,0
2063,1,0,1,1,51,1,0,0,2,0,0,2,2,2,1,1,0,835,4875,0
2064,0,0,1,1,30,1,0,2,1,1,1,1,1,1,1,0,0,20,1813,0
2065,0,0,0,0,34,1,2,1,0,0,0,0,2,0,0,0,2,1002,4291,0
2066,1,0,1,1,64,1,2,2,1,1,1,1,1,1,2,1,3,88,3226,0
2067,1,1,1,0,65,1,2,1,0,2,2,0,2,2,1,1,0,1339,6134,0
2068,1,0,0,0,47,1,2,1,2,2,0,2,2,0,0,0,3,1296,5222,0
2069,0,0,0,0,1,1,0,1,2,0,0,0,2,2,0,1,2,1200,491,1
2070,0,0,0,0,49,1,2,0,2,2,0,0,0,0,0,1,1,538,4312,1
2071,0,0,1,1,67,1,2,1,0,2,0,2,2,0,2,0,1,1170,5954,0
2072,1,0,0,1,39,1,0,2,1,1,1,1,1,1,1,0,0,16,2101,0
2073,1,0,0,0,14,1,0,2,1,1,1,1,1,1,0,0,3,27,1095,0
2074,0,1,0,0,43,1,0,1,2,2,0,2,2,2,0,1,1,1434,5195,1
2075,1,1,0,0,56,1,2,1,0,0,2,0,2,2,0,1,2,1302,5646,0
2076,0,0,0,0,14,1,0,0,0,0,0,2,0,2,1,0,1,526,2092,0
2077,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,741,320,1
2078,1,0,1,1,16,1,0,0,2,2,0,0,0,0,1,1,3,476,2244,0
2079,1,0,1,1,70,1,2,1,2,2,0,0,2,2,0,1,2,1396,6353,0
2080,1,1,1,0,72,1,2,0,2,2,2,0,2,2,2,1,1,977,5831,0
2081,0,0,1,1,23,1,0,1,0,0,2,0,0,0,0,1,1,813,3417,0
2082,1,0,0,1,21,1,2,2,1,1,1,1,1,1,0,0,3,86,1529,0
2083,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,32,25,1
2084,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,710,291,1
2085,0,1,1,0,32,1,2,1,0,0,0,0,2,2,0,1,2,1152,4309,1
2086,1,0,1,1,17,1,0,1,0,0,0,0,2,0,0,0,2,917,3071,1
2087,0,0,0,0,4,0,1,0,2,2,0,0,0,0,0,1,2,171,623,1
2088,0,0,0,0,36,1,2,0,0,0,2,0,0,0,1,0,2,475,3669,0
2089,0,0,0,0,50,0,1,0,0,2,2,2,0,0,2,0,1,238,3660,0
2090,0,0,1,1,48,0,1,0,0,0,0,2,0,0,0,1,1,136,3106,0
2091,0,0,0,1,50,1,0,2,1,1,1,1,1,1,2,0,1,32,2426,0
2092,1,0,1,0,72,1,2,0,2,2,2,2,0,2,2,0,1,891,5751,0
2093,1,0,0,1,10,1,2,2,1,1,1,1,1,1,0,0,1,88,916,0
2094,0,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,22,1361,0
2095,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,899,392,1
2096,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,15,9,1
2097,1,0,0,0,9,1,0,1,0,0,2,0,2,2,0,1,2,1169,2156,0
2098,1,0,0,0,2,1,2,1,2,0,0,0,0,2,0,0,3,1108,768,0
2099,0,0,1,0,40,1,2,1,0,0,0,2,0,0,0,1,1,877,4432,0
2100,1,0,1,0,69,1,2,1,0,0,2,0,2,2,1,0,0,1271,6148,0
2101,0,0,1,0,37,1,2,1,2,0,2,2,0,2,1,1,2,1265,4759,1
2102,1,0,0,1,18,1,2,1,0,0,2,0,0,0,0,1,1,911,3079,0
2103,1,1,1,0,11,1,0,1,0,0,0,0,0,0,0,1,2,719,2204,0
2104,0,0,1,0,8,1,2,1,0,0,0,0,0,2,0,1,1,999,1842,1
2105,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,2,812,977,1
2106,1,0,1,1,55,1,0,0,2,0,0,0,0,2,1,0,1,532,4446,0
2107,1,0,1,0,33,1,2,1,0,2,2,0,0,2,0,1,2,1155,4411,0
2108,0,0,0,0,46,1,0,0,0,0,0,0,0,0,0,0,0,304,3820,0
2109,1,0,0,0,34,1,2,2,1,1,1,1,1,1,2,0,0,114,2439,0
2110,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,2,33,268,0
2111,1,0,1,1,30,1,0,2,1,1,1,1,1,1,2,0,3,54,1990,0
2112,0,0,0,0,33,1,2,0,2,0,0,2,0,0,1,0,2,531,3676,0
2113,1,0,1,1,45,1,2,1,0,2,2,0,0,2,1,1,1,1188,5083,0
2114,1,0,0,0,40,1,0,0,2,2,0,2,0,0,0,1,3,579,4148,0
2115,0,0,0,0,71,1,2,1,2,2,2,2,2,2,2,1,2,1583,6519,0
2116,1,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,2,446,216,1
2117,0,0,1,1,72,0,1,0,2,2,2,2,2,2,2,0,0,617,5160,0
2118,0,0,1,1,22,1,0,1,0,0,0,0,0,2,0,1,2,903,3521,0
2119,1,0,1,1,46,1,0,2,1,1,1,1,1,1,1,1,0,33,2219,0
2120,0,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,3,49,2775,0
2121,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,38,31,0
2122,0,0,0,0,12,1,2,0,0,0,0,2,2,2,1,1,3,824,2233,0
2123,1,0,0,0,31,1,2,1,0,2,0,0,0,0,0,1,2,909,4009,0
2124,1,0,1,0,5,0,1,0,0,0,0,0,0,0,0,1,2,91,511,1
2125,0,0,1,1,67,1,2,0,2,0,0,0,2,2,2,1,2,817,5492,0
2126,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,294,137,0
2127,1,0,1,0,40,0,1,0,2,2,2,0,0,0,1,1,2,267,3433,1
2128,1,0,1,1,41,1,2,0,2,2,2,0,2,0,0,1,1,798,4367,0
2129,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,813,349,1
2130,1,0,0,0,51,1,2,1,2,2,0,0,2,0,1,1,2,1184,5305,1
2131,1,0,1,1,42,0,1,0,2,0,2,2,2,0,2,0,1,341,3739,0
2132,1,0,1,1,23,1,0,2,1,1,1,1,1,1,1,0,3,22,1467,0
2133,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,726,307,1
2134,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,32,25,0
2135,0,0,0,0,56,1,2,1,2,2,0,0,2,2,0,1,1,1407,5785,0
2136,1,0,0,1,15,1,2,1,0,2,0,0,2,0,0,1,2,1113,3123,0
2137,1,0,1,1,12,1,2,2,1,1,1,1,1,1,2,1,0,100,1172,0
2138,0,0,1,1,54,1,0,0,2,0,2,2,0,2,2,0,0,714,4821,0
2139,0,0,0,0,7,1,0,0,0,0,0,0,2,2,0,1,2,662,1514,0
2140,0,0,1,1,33,1,2,1,0,0,0,0,0,2,0,0,1,1018,4206,1
2141,1,0,1,1,16,1,0,2,1,1,1,1,1,1,0,0,2,32,1251,0
2142,0,0,0,1,21,1,0,0,2,0,2,0,0,2,1,0,3,625,2972,0
2143,1,1,1,0,30,1,2,0,0,0,2,0,2,2,2,0,2,804,3830,0
2144,1,0,0,0,3,1,0,0,0,0,0,2,0,0,0,1,3,386,663,0
2145,1,0,0,0,11,1,0,1,0,0,2,0,0,0,0,0,2,766,2169,0
2146,0,0,0,0,62,1,2,1,2,2,2,2,2,2,1,1,1,1546,6246,0
2147,1,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,2,9,1270,0
2148,1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,0,3,20,593,0
2149,0,0,0,0,46,1,2,1,0,0,2,0,2,2,1,1,2,1303,5225,0
2150,1,0,0,0,21,1,2,1,0,0,0,0,0,2,0,1,2,977,3454,0
2151,1,0,0,0,68,1,2,2,1,1,1,1,1,1,2,1,0,75,3204,0
2152,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,378,191,0
2153,0,0,1,0,25,1,0,1,0,0,2,0,0,0,0,1,2,799,3528,0
2154,0,0,0,1,24,1,0,2,1,1,1,1,1,1,2,0,3,24,1601,0
2155,0,0,1,0,30,1,2,1,0,0,0,0,0,2,0,1,2,995,4133,1
2156,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,2,911,793,1
2157,1,0,1,0,51,1,2,1,0,2,2,0,2,2,1,1,0,1411,5604,0
2158,0,0,1,1,57,1,2,0,2,0,2,2,2,2,2,1,2,985,5307,0
2159,0,0,0,0,15,1,2,2,1,1,1,1,1,1,2,0,0,93,1313,0
2160,0,0,1,1,72,1,0,0,2,2,2,2,2,2,2,1,0,969,5879,0
2161,0,0,0,0,2,1,0,1,0,0,2,0,0,0,0,1,2,823,712,1
2162,1,0,1,0,28,1,2,1,0,2,2,0,2,0,0,0,1,1219,4176,0
2163,1,1,1,0,29,1,2,1,0,0,2,0,2,2,0,1,2,1252,4349,1
2164,1,0,1,1,70,1,0,1,2,2,2,2,2,0,2,1,1,1303,6201,0
2165,0,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,3,33,1074,0
2166,0,1,1,0,59,1,2,1,2,2,2,2,0,0,1,1,2,1169,5597,0
2167,1,1,1,0,13,1,2,1,0,0,0,0,2,2,0,1,2,1193,2813,1
2168,1,1,1,0,7,1,2,1,0,0,0,0,0,0,0,1,3,795,1659,1
2169,0,0,1,0,62,1,0,0,2,0,2,2,2,2,2,0,3,920,5395,0
2170,0,0,0,0,21,1,0,0,2,0,2,2,0,0,1,1,2,548,2850,0
2171,0,0,0,0,2,1,0,0,0,0,2,0,0,2,0,0,2,560,549,0
2172,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,284,128,0
2173,1,0,0,0,4,1,0,1,0,0,2,0,0,2,0,0,2,1016,1162,0
2174,0,0,0,0,19,1,0,2,1,1,1,1,1,1,1,0,1,34,1342,0
2175,0,0,0,0,30,1,0,1,0,0,0,2,2,0,0,0,2,998,4094,1
2176,1,0,1,1,67,1,0,2,1,1,1,1,1,1,2,1,1,17,2894,0
2177,1,1,1,0,72,1,2,1,2,2,2,0,0,2,2,1,1,1330,6351,0
2178,1,0,1,0,53,1,0,2,1,1,1,1,1,1,2,0,1,27,2632,0
2179,0,0,0,0,5,1,0,2,1,1,1,1,1,1,1,0,2,20,505,0
2180,1,1,1,0,71,1,0,1,0,2,2,2,0,2,2,1,1,1198,6105,0
2181,0,0,1,1,50,1,2,0,0,2,2,2,2,2,1,1,1,978,4989,0
2182,1,0,1,1,56,1,2,1,0,0,2,2,2,2,2,1,2,1340,5776,0
2183,1,0,0,0,2,1,0,0,0,0,0,2,0,0,0,1,1,380,541,0
2184,0,1,0,0,2,1,2,1,0,0,2,0,0,2,0,1,2,1064,778,1
2185,1,0,1,1,24,1,2,0,2,0,0,0,0,0,0,0,2,454,2976,1
2186,1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,1,28,2248,0
2187,1,0,1,0,71,1,2,1,2,2,2,2,2,2,2,1,2,1562,6525,0
2188,0,0,0,0,29,0,1,0,0,0,0,2,0,0,0,1,2,163,2348,0
2189,1,0,1,1,69,1,2,2,1,1,1,1,1,1,2,0,0,81,3434,0
2190,1,0,1,0,71,1,2,0,0,2,2,2,2,2,2,0,1,979,5813,0
2191,0,1,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,1119,463,1
2192,1,1,1,0,56,1,0,0,2,2,2,2,2,2,2,1,0,1008,5301,0
2193,1,0,0,1,56,1,0,2,1,1,1,1,1,1,1,1,3,53,2822,0
2194,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,890,385,1
2195,0,0,1,0,28,1,2,2,1,1,1,1,1,1,1,0,3,103,1917,0
2196,0,0,1,1,19,1,0,2,1,1,1,1,1,1,0,0,3,33,1339,0
2197,1,0,1,0,66,1,2,0,0,0,0,2,0,2,0,0,2,605,5033,0
2198,0,0,1,1,17,1,2,0,0,0,2,2,0,0,1,1,3,580,2576,0
2199,1,0,1,1,52,1,2,2,1,1,1,1,1,1,2,0,3,107,2986,0
2200,0,0,0,0,19,1,0,0,0,2,0,0,2,0,1,0,2,510,2534,0
2201,0,0,0,0,36,1,0,0,2,2,2,2,2,2,1,0,0,1012,4348,0
2202,1,1,1,0,7,1,0,1,0,0,0,0,0,0,0,1,3,717,1531,1
2203,1,0,1,1,72,1,2,1,2,2,2,2,0,2,1,1,1,1373,6345,0
2204,1,0,1,1,67,1,2,1,2,2,2,0,2,2,1,1,2,1492,6333,1
2205,1,1,0,0,34,1,0,1,0,2,2,0,2,2,1,1,2,1278,4547,0
2206,1,1,1,0,57,1,2,1,0,2,2,0,0,2,0,1,0,1193,5566,1
2207,0,0,1,0,7,1,0,1,0,0,2,0,2,0,0,1,2,1020,1773,1
2208,0,1,1,0,1,1,2,1,0,0,2,0,2,2,0,1,2,1297,512,1
2209,1,0,1,0,8,1,0,2,1,1,1,1,1,1,0,1,0,20,715,0
2210,0,0,0,0,69,1,2,1,0,0,2,2,2,2,2,0,2,1355,6209,0
2211,0,0,1,0,50,1,2,1,2,0,2,0,2,2,1,1,3,1363,5496,0
2212,1,0,0,0,10,1,0,2,1,1,1,1,1,1,1,0,3,19,924,0
2213,0,0,1,1,12,1,2,2,1,1,1,1,1,1,2,0,1,97,1078,0
2214,0,0,0,0,14,1,0,1,0,2,0,0,0,2,0,1,2,1021,2734,1
2215,0,0,1,0,70,0,1,0,2,0,2,2,0,2,2,1,0,373,4565,0
2216,0,1,0,0,64,1,2,1,2,0,2,2,2,2,0,1,0,1449,6237,0
2217,0,0,1,1,66,1,2,0,2,2,2,2,2,2,2,0,1,1091,5815,0
2218,0,0,1,1,71,1,0,0,2,0,2,2,2,2,2,1,1,940,5838,0
2219,1,1,0,0,20,1,0,1,0,0,0,0,2,2,0,0,2,1092,3363,0
2220,1,0,1,0,72,1,0,0,2,2,0,2,2,2,2,1,0,887,5728,0
2221,0,0,1,1,71,1,0,0,2,2,2,2,0,0,2,0,1,609,5140,0
2222,1,0,1,1,38,1,2,1,0,0,2,0,2,2,0,1,1,1304,4868,0
2223,0,0,0,0,28,1,2,1,0,2,0,0,0,2,0,1,2,1092,4135,1
2224,1,1,1,0,17,1,0,1,0,2,0,0,0,0,0,1,2,836,2812,1
2225,1,0,0,0,33,0,1,0,0,2,0,0,2,0,1,1,2,227,2933,0
2226,0,0,1,1,23,0,1,0,2,0,0,2,0,0,2,0,3,183,2161,0
2227,1,0,1,1,58,1,0,2,1,1,1,1,1,1,1,1,2,20,2631,0
2228,0,1,1,0,70,1,2,1,0,2,0,2,2,2,2,1,0,1364,6303,0
2229,1,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,2,725,1119,0
2230,1,0,1,1,45,1,0,2,1,1,1,1,1,1,2,0,3,36,2355,0
2231,1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,1,2,715,2034,1
2232,1,0,1,1,36,1,0,2,1,1,1,1,1,1,2,0,1,18,2058,0
2233,1,0,0,0,54,1,0,0,2,2,0,2,2,0,0,1,3,713,4829,0
2234,1,0,1,1,23,1,2,0,0,2,0,2,0,0,2,0,3,537,3089,0
2235,0,0,1,1,41,1,2,0,2,2,2,0,2,0,1,1,1,867,4482,0
2236,1,1,0,0,5,1,0,1,0,0,0,0,0,0,0,1,3,743,1323,0
2237,1,0,1,1,27,0,1,0,0,2,2,0,0,2,1,1,1,322,2833,0
2238,0,0,0,0,1,1,0,1,0,0,0,2,2,2,0,1,2,1205,493,0
2239,0,0,1,1,67,0,1,0,2,0,0,2,0,0,2,0,1,203,4082,0
2240,0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,1084,6018,0
2241,0,0,1,1,56,1,2,2,1,1,1,1,1,1,2,1,1,91,3174,0
2242,1,0,1,1,44,1,2,2,1,1,1,1,1,1,1,0,2,89,2485,0
2243,0,1,1,0,66,1,2,1,0,2,0,0,2,2,0,1,2,1297,6098,0
2244,0,0,0,0,34,1,2,0,2,2,0,2,0,0,1,1,3,616,3777,1
2245,0,0,1,0,69,1,2,1,0,0,2,2,2,2,2,0,0,1382,6269,0
2246,0,0,1,1,1,1,2,1,2,0,2,0,2,2,0,1,2,1326,518,1
